Iac Iac Imaginary,
Slice:frequency=1.0[MHz] ,
voltage ,Iac 
-0.5,1.4730781039418162e-08
0.0,1.1354893025838919e-08
0.5,1.0218162316277812e-08
1.0,9.446414317437757e-09
1.5,8.83836825948947e-09
2.0,8.336392021135453e-09
2.5,7.91291476787137e-09
3.0,7.547977354249724e-09
3.5,7.2296773012681115e-09
4.0,6.949880670958919e-09
