# voltage,VpiLoss
0.000000,5.696028012987013
0.500000,6.498919508064517
1.000000,6.883166962962963
1.500000,7.238618736842106
2.000000,7.683892596385544
2.500000,8.012057364864866
3.000000,8.246311179104479
3.500000,8.601831166666667
